label,message
ham  ,Você não sabe o quão teimosa eu sou. Eu nem queria ir para o hospital. Eu ficava dizendo ao Mark que eu não sou uma otária fraca. Hospitais são para otários fracos.
ham  ,O que você pensou sobre mim. Primeira vez que você me viu na aula.
ham  ,"Um grama geralmente equivale a &lt;#&gt;, mas meio oitavo é mais inteligente e rende quase um segundo grama inteiro por &lt;#&gt;"
ham  ,"K, para sua informação, o x tem uma carona amanhã cedo, mas ele vai ficar aqui em casa hoje à noite"
ham  ,"Uau. Nunca percebi que você estava tão envergonhado com suas acomodações. Achei que você gostasse, já que eu estava fazendo o melhor que podia e você sempre pareceu tão feliz com ""a caverna"". Sinto muito por não ter feito isso e não ter mais para dar. Sinto muito por ter oferecido. Sinto muito que seu quarto tenha sido tão embaraçoso."
spam ,SMS. ac Sptv: O New Jersey Devils e o Detroit Red Wings jogam hóquei no gelo. Correto ou incorreto? Fim? Responder FIM SPTV
ham  ,Você sabe o que Mallika Sherawat fez ontem? Descubra agora em &lt;URL&gt;
spam ,"Parabéns! Passe especial de cinema de 1 ano para 2 é seu. Ligue para 09061209465 agora! C Suprman V, Matrix3, StarWars3, etc. todos os 4 GRÁTIS! bx420-ip4-5we. 150pm. Não perca!"
ham  ,"Desculpe, ligo mais tarde na reunião."
ham  ,Diga onde você chegou
ham  ,Sim...gauti e sehwag da série odi.
ham  ,Você vai ter que comprar um hambúrguer de $1 para você no caminho para casa. Não consigo nem me mover. A dor está me matando.
ham  ,Ha ha ha boa piada. Garotas são caçadoras de situações.
ham  ,Faz parte da verificação do QI
ham  ,"Desculpe, meus colegas de quarto demoraram uma eternidade. Posso passar aqui agora?"
ham  ,Ok lar eu chequei duas vezes com o cabeleireiro ele já disse que vou cortar bem curto. Ele disse que vai cortar até eu ficar bonita.
spam ,"Como um cliente valioso, tenho o prazer de informá-lo que, após a revisão recente do seu número de celular, você foi premiado com um prêmio de bônus de £ 1.500. Ligue para 09066364589"
ham  ,"Hoje é o ""dia dedicado à música..."" Qual música você vai dedicar para mim? Envie isso para todos os seus amigos valiosos, mas primeiro me responda..."
spam ,"Urgente UR premiado com uma viagem de cortesia para EuroDisinc Trav, Aco&Entry41 Ou £ 1000. Para reivindicar, envie uma mensagem de texto para DIS para 87121 18+6*£ 1,50 (mais de Mob. ShrAcom ou SglSuplt) 10, LS1 3AJ"
spam ,"Você ouviu falar da nova ""Barbie Divorce""? Ela vem com todas as coisas do Ken!"
ham  ,Pretendo fazer uma doação no final deste mês.
ham  ,"Nossa, cara de sorte... Então pode economizar dinheiro... Hee..."
ham  ,"Aula terminada, onde você está?"
ham  ,"OI, QUERIDA, ESTOU EM CASA AGORA, QUER FAZER ALGO? XX"
ham  ,K..k:)onde você está?como foi sua apresentação?
ham  ,Você pode me ligar agora...
ham  ,Estou esperando machan. Me ligue quando estiver livre.
ham  ,Isso é legal. Sou um cavalheiro e tratarei você com dignidade e respeito.
ham  ,"Gosto muito de vocês, pessoal :) mas sou muito tímido, pai."
ham  ,Não funciona depois de &lt;#&gt; ou o que
ham  ,Não é a mesma coisa aqui. Ainda estou procurando emprego. Quanto os Ta's ganham lá?
ham  ,"Desculpe, ligo mais tarde"
ham  ,"K. Você me ligou agora mesmo, ah?"
ham  ,"Ok, estou indo para casa, oi, oi"
ham  ,Você estará no lugar daquele homem
ham  ,"Sim, próxima parada."
ham  ,"Eu te ligo mais tarde, não tenho rede. Se for urgente, me mande uma mensagem."
ham  ,"Sério, quando você vai entrar? Só preciso de mais 2 ingressos e mais uma jaqueta e pronto. Já usei todos os meus multis."
ham  ,"Sim, comecei a enviar solicitações para fazê-lo, mas a dor voltou, então estou de volta na cama. Moedas dobradas na fábrica também. Tenho que sacar todos os meus nitros."
ham  ,"Eu realmente não estou a fim ainda hoje à noite, querida"
ham  ,"Ela kano., baixe, venha quando estiver livre .."
ham  ,"Sim, faça! Mas não fique muito perto - você vai pegar alguma coisa!"
ham  ,Desculpe ser chato. Tudo bem se nos encontrarmos outra noite? Passei o fim da tarde na emergência e isso significa que não fiz nada do y stuff42moro e isso inclui todas as minhas planilhas de ponto e tal. Desculpe.
ham  ,Sorria de prazer Sorria de dor Sorria quando os problemas caírem como chuva Sorria quando algo te machuca Sorria porque ALGUÉM ainda ama te ver sorrindo!!
spam ,"Ligue para nosso representante de atendimento ao cliente no número 0800 169 6031 entre 10h e 21h, pois você GANHOU um prêmio garantido de £ 1.000 em dinheiro ou £ 5.000!"
ham  ,"Não planejei comprar mais tarde. Já verifiquei lido, só tenho 530, mostra na tarde. Você já terminou o trabalho?"
spam ,"Seu toque gratuito está esperando para ser coletado. Basta enviar a senha ""MIX"" para 85069 para verificar. Pegue Usher e Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16"
ham  ,Assistindo filme em telugu... e você?
ham  ,"eu vejo. Quando terminarmos, teremos muitos empréstimos para pagar"
ham  ,"Olá. A semana foi boa - estou de férias agora! Sim, vou correr um pouco. Esqueci que tenho hora marcada no cabeleireiro às quatro, então preciso chegar em casa e tomar banho antes. Isso causa problemas para você?"""
ham  ,Eu vejo uma animação de xícara de café
ham  ,"Por favor, não me mande mais mensagens. Não tenho mais nada a dizer."
ham  ,"Ok, diga seu preço, desde que seja legal! Quando posso buscá-los? Você tem x ams xx"
ham  ,Ainda estou procurando um carro para comprar. E ainda não fiz o teste de direção.
ham  ,"Conforme sua solicitação, 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' foi definido como sua melodia de chamada para todos os chamadores. Pressione *9 para copiar a melodia de chamada de seus amigos"
ham  ,"Uau. Você está certo! Eu não queria fazer isso. Acho que quando desisti de Boston Men e mudei meu local de busca para NYC, algo mudou. Porque na minha página de login ainda diz Boston."
ham  ,Umma minha vida e vava umma te amo muito querida
ham  ,Muito obrigado pelos seus desejos no meu aniversário. Obrigado por tornar meu aniversário verdadeiramente memorável.
ham  ,"Certo, te ligo quando eu tiver algum dinheiro"
ham  ,Como meu endereço IP testaria isso considerando que meu computador não é um servidor Minecraft
ham  ,"Eu sei! Velhos rabugentos. Minha mãe era tipo, é melhor você não mentir. Mas eu sempre sou a pessoa que faz piadas..."
ham  ,Não se preocupe. Acho que ele está ocupado.
ham  ,Qual é o plural do substantivo research?
ham  ,Vou jantar. Te mando uma mensagem depois.
ham  ,Estou bem com isso porque eu gosto de tentar coisas novas. Mas eu tenho medo que você não goste de mim. Porque você disse não muito alto.
spam ,GENT! Estamos tentando entrar em contato com você. O sorteio do último fim de semana mostra que você ganhou um prêmio de £ 1000 GARANTIDO. Ligue para 09064012160. Código de reivindicação K52. Válido apenas por 12 horas. 150 ppm
ham  ,"Wa, sua frase de abertura é muito formal... De qualquer forma, eu também estou bem, só que estou comendo demais e engordando... Haha... Então aconteceu alguma coisa especial?"
ham  ,"Quando entrei na minha cabine, minha PA disse: ''Feliz aniversário, chefe!!''. Eu me senti especial. Ela me convidou para almoçar. Depois do almoço, ela me convidou para o apartamento dela. Fomos lá."
spam ,Você é um vencedor. Você foi especialmente selecionado para receber £ 1.000 ou férias 4* (voos incluídos). Fale com um operador ao vivo para reivindicar 0871277810910p/min (18+)
ham  ,"Goodo! Sim, precisamos falar sexta-feira - proporção ovo-batata para tortilha necessária!"
ham  ,"Hmm...meu tio acabou de me informar que ele está pagando a escola diretamente. Então, por favor, compre comida."
spam ,"PRIVADO! Seu extrato de conta de 2004 para 07742676969 mostra 786 pontos de bônus não resgatados. Para reivindicar, ligue para 08719180248 Código de identificação: 45239 Expira"
spam ,"URGENTE! Seu número de celular recebeu o prêmio de bônus de £ 2.000 em 5/9/03. Esta é nossa última tentativa de contato com você! Ligue do telefone fixo 09064019788 BOX42WR29C, 150PPM"
ham  ,aqui está meu novo endereço - maçãs e pares e toda essa baboseira
spam ,"Os números Voda de hoje que terminam em 7548 são selecionados para receber um prêmio de $ 350. Se você tiver uma correspondência, ligue para 08712300220 citando o código de reivindicação 4041, aplicativo de taxas padrão"
ham  ,Vou para sao mu hoje. Será feito somente às 12
ham  ,Ü prevê que horas terminará de comprar?
ham  ,"Bom material, farei isso."
ham  ,"Só para você saber, yetunde ainda não enviou dinheiro. Acabei de enviar uma mensagem para ela para não se incomodar em enviar. Então acabou, você não precisa se envolver em nada. Eu não deveria ter imposto nada a você em primeiro lugar, então, por isso, peço desculpas."
ham  ,Você está aí na sala?
ham  ,"OI GAROTA. COMO VOCÊ ESTÁ? ESPERO QUE ESTEJA BEM. ME DEL R BAK! DE NOVO, MUITO TEMPO SEM C! ME LIGUE EM BREVE DA LUCYxx"
ham  ,K..k:)quanto custa?
ham  ,Estou em casa.
ham  ,"Caro, ligarei amanhã. Por favor, atenda."
ham  ,Primeiro responda à minha pergunta.
spam ,"Sunshine Quiz Wkly Q! Ganhe um DVD player Sony top se souber em que país fica o Algarve? Envie uma mensagem de texto para 82277. £ 1,50 SP: Tyrone"
spam ,Quer transar hoje à noite? Quer que locais reais de Dogging sejam enviados diretamente para sua turma? Junte-se à maior rede de Dogging do Reino Unido enviando GRAVEL para 69888! Nt. ec2a. 31p.msg@150p
ham  ,Eu só tenho msn. É yijue@hotmail.com
ham  ,Ele está lá. Você liga e o conhece
ham  ,"Não, não. Vou verificar todos os quartos antes das atividades"
spam ,"Você não receberá mais nenhuma mensagem do chat svc. Para serviços Hardcore GRATUITOS, envie uma mensagem de texto para: 69988 Se você não receber nada, deverá verificar a idade com sua rede e tentar novamente."
ham  ,"Tenho c... Estou com preguiça de digitar... Esqueci ü em lect... Vi uma bolsa, mas não é muito legal..."
ham  ,"K, me mande uma mensagem quando estiver a caminho"
ham  ,"Senhor, estou esperando seu e-mail."
ham  ,"Um pensamento swt: ""Nunca se canse de fazer pequenas coisas para pessoas amáveis..."" Porque... às vezes essas pequenas coisas ocupam a maior parte em seus corações... Deus, não é?"
ham  ,"Eu sei que você está. Você pode abrir a parte de trás, por favor?"
ham  ,"Sim, vejo você não na hora certa"
ham  ,Qual é o nome do pessoal que está dando aula para nós?
spam ,"FreeMsg Por que você não respondeu ao meu texto? Eu sou Randy, sexy, mulher e moro na região. Adoraria ouvir de você. Netcollex Ltd 08700621170150p por msg responder Parar para terminar"
ham  ,"Ummma. Ligarei depois do check-in. Nossa vida começará no Catar, então, por favor, rezem muito."
ham  ,"K..i apaguei meu contato, por quê?"
ham  ,Sindu conseguiu um emprego na Birla Soft.
ham  ,O vinho está fluindo e eu nunca...
ham  ,"Sim, acho que o cinema é melhor porque não preciso ir até a praça, meu Deus."
ham  ,Ok... Sua resposta típica...
ham  ,"Conforme sua solicitação, 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' foi definido como sua melodia de chamada para todos os chamadores. Pressione *9 para copiar a melodia de chamada de seus amigos"
ham  ,"Você está em todo lugar, sujeira, no chão, nas janelas, até na minha camisa. E às vezes quando abro a boca, você é tudo o que sai. Eu sonho com meu mundo sem você, então metade das minhas tarefas também estão fora. Um momento de alegria para mim, muitos programas de TV que verei. Mas acho que como todas as coisas, você simplesmente deve existir, como chuva, granizo e névoa, e quando meu tempo aqui acabar, você e eu nos tornaremos um."
ham  ,"Aaaaooocerto, você está no trabalho?"
ham  ,Estou saindo de casa agora...
ham  ,"Olá, meu amor. O que você está fazendo? Você chegou naquela entrevista hoje? Você está feliz? Você está sendo um bom menino? Você pensa em mim? Você está sentindo minha falta?"
spam ,Anúncio de atendimento ao cliente. Você tem uma entrega de Ano Novo esperando por você. Ligue para 07046744435 agora para agendar a entrega
spam ,Você é um vencedor. Você foi especialmente selecionado para receber £ 1.000 em dinheiro ou férias 4* (voos incluídos). Fale com um operador ao vivo para reivindicar 0871277810810
ham  ,Mantenha-se seguro por mim porque eu preciso de você e já sinto sua falta e invejo todos que te veem na vida real
ham  ,Carro e casa novos para meus pais.:) Só tenho um novo emprego em mãos:)
ham  ,Estou tão apaixonado por você. Estou animado a cada dia que passo com você. Você me faz tão feliz.
spam ,-PLS PARE bootydelious (32/F) está convidando você para ser amigo dela. Responda SIM-434 ou NÃO-434 Veja ela: www.SMS.ac/u/bootydelious PARE? Envie STOP FRND para 62468
spam ,"BangBabes Seu pedido está a caminho. Você DEVE receber uma mensagem de serviço para baixar seu conteúdo. Se não receber, vá para wap. bangb. tv no menu de serviços/internet móvel do seu celular"
ham  ,Já coloquei todos os seus pontos no módulo de e-culturas.
spam ,URGENTE! Estamos tentando entrar em contato com você. O sorteio do último fim de semana mostra que você ganhou um prêmio de £ 900 GARANTIDO. Ligue para 09061701939. Código de reivindicação S89. Válido apenas por 12 horas
ham  ,"Olá amigo, qual é a melhor maneira de evitar mal-entendidos com nossos entes queridos?"
ham  ,"Ótima fuga. Eu gosto da ponte, mas preciso da cerveja dela. Vejo você amanhã"
ham  ,Sim :)está completamente fora de forma:)clark também é um desperdício total.
ham  ,"Senhor, preciso do número da conta e do endereço do banco AXIS BANK."
ham  ,"Hmmm... Obrigado, com certeza tenho tempo para pular... Sim, posso ir de graça... Muz te liga para discutir a ligação..."
ham  ,Que horas você vem depois?
ham  ,"Puta merda, não acredito que você esqueceu meu sobrenome, Sr. Vou te dar uma dica, é espanhol e começa com m..."
ham  ,"Bem, vou terminar meu banho agora. Tenha uma boa...ótima noite."
ham  ,Me avise quando tiver o dinheiro para que o Carlos possa fazer a ligação
ham  ,Você ainda vai ao shopping?
ham  ,"Acontece que meus amigos vão ficar para o show todo e não vão voltar até ~ &lt;#&gt;, então sinta-se à vontade para ir em frente e fumar aquele $ &lt;#&gt; que vale a pena"
ham  ,"Mande uma mensagem para ela. Se ela não responder, me avise para que eu possa fazer com que ela faça login"
ham  ,Olá! Você acabou de falar com MANEESHA V. Gostaríamos de saber se você ficou satisfeito com a experiência. Responda ao número gratuito com Sim ou Não.
ham  ,"Você levantou minhas esperanças com a oferta de dinheiro. Estou precisando. Especialmente quando o fim do mês se aproxima e isso prejudica meus estudos. De qualquer forma, tenha um ótimo fim de semana"
ham  ,Kkkk não. Pode confiar em mim.
ham  ,ok. Sou um cavalheiro e tratarei você com dignidade e respeito.
ham  ,"Ele vai, vocês fecham?"
ham  ,Nada de bom acontecendo. Tchau
ham  ,"Olá, bonitão! Você está encontrando aquele emprego? Não está sendo preguiçoso? Trabalhando para recuperar aquela rede para a mamãe? Onde está meu boytoy agora? Ele sente minha falta?"
ham  ,"Haha, incrível, estarei aí em um minuto"
spam ,"Ligue para nosso representante de atendimento ao cliente pelo telefone GRATUITO 0808 145 4742 entre 9h e 23h, pois você GANHOU um prêmio garantido de £ 1.000 em dinheiro ou £ 5.000!"
ham  ,"Você tem horários de rádio de Natal. Se não, eu vou conseguir agora"
ham  ,Acabei de chegar em casa. Vou tomar banho primeiro. Mas minha irmã usando a net avisa quando ela termina k...
spam ,Você é único o suficiente? Descubra a partir de 30 de agosto. www.areyouunique.co.uk
ham  ,"Sinto muito. Entrei para a liga de pessoas que não mantêm contato. Você significa muito para mim. Você tem sido um amigo em todos os momentos, mesmo com um grande custo pessoal. Tenha uma ótima semana.|"
ham  ,Olá :)finalmente concluí o curso:)
ham  ,"Ele vai parar por si só. No entanto, sugiro que ela fique com alguém que possa dar ors para cada fezes."
ham  ,Como você está? Espero que você tenha se acomodado para o novo ano escolar. Só desejo a você um ótimo dia
ham  ,Bom dia querido tenha um bom dia
ham  ,Você entendeu a história dessa pessoa?
ham  ,"seu hamster morreu? Ei, então tmr te encontro às 13h orchard mrt?"
ham  ,"Olá, sou Kate, como está sua noite? Espero poder vê-la amanhã um pouco, mas tenho que ficar com o babyjontet! Mande uma mensagem de volta se puder. :) xxx"
ham  ,"Achei, ENC &lt;#&gt;, onde você está?"
ham  ,Eu te enviei &lt;#&gt; dólares
ham  ,"Olá querida, terminei a faculdade agora, então me mande uma mensagem quando terminar se você consegue amar Kate xxx"
ham  ,Sua conta foi recarregada com sucesso em INR &lt;DECIMAL&gt; . O saldo da sua conta pré-paga KeralaCircle é de Rs &lt;DECIMAL&gt; . Seu ID de transação é KR &lt;#&gt; .
ham  ,"Bom dia, gatinha dorminhoca."
ham  ,"Me ligue às 11, ok?"
ham  ,Ü diga até que tipo dat eu não compro ericsson oso não posso pedir...
ham  ,"Quando entrei na minha cabine, minha PA disse: ''Feliz aniversário, chefe!!''. Eu me senti especial. Ela me convidou para almoçar. Depois do almoço, ela me convidou para o apartamento dela. Fomos lá."
ham  ,"Certo, cara, isso é sério, mano"
ham  ,"Por favor, nos dê a conexão hoje mesmo antes de &lt;DECIMAL&gt; ou devolva a conta"
ham  ,"Ambos :) Eu atiro muito, então prepare-se!"
ham  ,"E aí, mano, espero que você tenha tido uma ótima pausa. Tenha um semestre gratificante."
ham  ,Casa para que possamos sempre conversar
ham  ,K:)k:)bom:)estude bem.
ham  ,Sim... Como assim?
ham  ,Parece ótimo! Você está em casa agora?
ham  ,"Finalmente a partida caminha para o empate, como você prevê."
ham  ,Cansado. Não dormi bem nas últimas noites.
ham  ,Fácil ah?sen foi selecionado significa que é bom.
ham  ,Tenho que fazer prova dia 3 de março
ham  ,"Sim, você deveria. Acho que você pode usar seu gt atm agora para se registrar. Não tenho certeza, mas se houver alguma maneira em que eu possa ajudar, me avise. Mas quando você fizer, certifique-se de que está pronto."
ham  ,"Ok, sem problemas. Não tenha pressa."
ham  ,Existe um sistema operacional chamado ubandu que roda sem instalação no disco rígido... você pode usar esse sistema operacional para copiar arquivos importantes no sistema e entregá-los a uma oficina de reparo.
ham  ,"Desculpe, ligo mais tarde"
ham  ,"Você diz leh... Claro que nada acontece lar. Não digo v romântico, só um pouco só lor. Eu acho que o cenário noturno não é tão legal leh."
spam ,"500 novos celulares de 2004, TEM QUE IR! Txt: NOKIA para o número: 89545 e pegue o seu hoje! A partir de APENAS £ 1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18"
ham  ,Realmente apreciaria se você me ligasse. Só preciso de alguém para conversar.
spam ,"Você vai conhecer o seu parceiro dos sonhos em breve? Sua carreira está descolada 2 um começo rápido? Para descobrir de graça, envie HORO seguido do seu signo, por exemplo, HORO ÁRIES"
ham  ,"Olá, empresa elama po mudyadhu."
ham  ,"A vida é mais rigorosa que o professor... Porque o professor ensina a lição e depois faz o exame, Mas a vida primeiro faz o exame e depois ensina as lições. Feliz dia..."
ham  ,Querido bom dia agora só estou acordado
ham  ,Desça em Gandhipuram e caminhe até a estrada transversal. Lado direito &lt;#&gt; rua e vire na primeira à direita.
ham  ,"Querida, estamos indo para o nosso lugar de borracha"
ham  ,"Desculpe a bateria acabou, sim, estou aqui"
ham  ,Sim:)aqui a TV está sempre disponível no local de trabalho.
spam ,"Mande mensagem e conheça alguém sexy hoje. Você pode encontrar um encontro ou até mesmo flertar, depende de você. Junte-se a 4 por apenas 10p. RESPONDA com NOME e IDADE, por exemplo, Sam 25. 18 -msg recd@thirtyeight pence"
ham  ,"Eu imprimi, oh. Então &lt;#&gt; suba as escadas"
ham  ,"Ou estarei um pouco mais perto, como no ponto de ônibus na mesma rua"
ham  ,Onde você está? Quando você chegará aqui?
ham  ,"Nova Teoria: O argumento vence a SITUAÇÃO, mas perde a PESSOA. Então não discuta com seus amigos, apenas... . . . chute-os e diga, estou sempre certo.!"
spam ,U 447801259231 tem um admirador secreto que está procurando fazer contato com U-descobrir quem eles R*revelam quem acha que você é tão especial-ligue para 09058094597
ham  ,"Amanhã será a audiência final sobre o caso do meu laptop, então não posso."
ham  ,POR FAVOREE ...
ham  ,"Certo. Não, não, só estou brilhando. Era para ser um sinal, mas soa melhor."
ham  ,"Embora eu tenha dito que agora estou interessado em relógios de pulso, eu realmente gosto do relógio que você me deu porque é para você. Obrigado por tudo que você fez hoje, estou emocionado..."
ham  ,Você não se lembra daquele comercial antigo?
ham  ,Tarde demais. Eu disse que tenho o site. Eu não tenho ou não tenho os chinelos
ham  ,"Eu pedi para você ligar para ele agora, ok?"
ham  ,Kallis não rebaterá no segundo turno.
ham  ,"Não funcionou de novo, oh. Ok, boa noite então. Vou consertar e deixar pronto quando você acordar. Você faz muita falta, tenha uma boa noite de sono."
spam ,"Parabéns, você ganhou 500 vouchers de CD ou 125 brindes garantidos e entrada gratuita para 2 sorteios de 100 semanas. Envie MÚSICA para 87066 TnCs www.Ldew.com1win150ppmx3age16"
ham  ,Ranjith cal drpd Deeraj e deepak 5min de espera
ham  ,"Quando seus adoráveis irmãos ficarem bravos com você, não leve isso a sério... Porque ficar bravo é a maneira mais infantil e verdadeira de demonstrar profunda afeição, cuidado e amor!... kettoda manda... Tenha um bom dia, pai."
ham  ,O que você está fazendo? Como vai?
ham  ,"Ups, que também leva 3 dias, e a transportadora, que leva 2 semanas. A outra maneira é o USPS, que leva uma semana, mas quando começa a atrasar, você pode ter que subornar o Nipost para receber suas coisas."
ham  ,"Estou de volta, me avise quando estiver pronto"
ham  ,"Não espere necessariamente que isso esteja pronto antes de você voltar, porque estou saindo agora."
ham  ,"Mmm tão gostoso, querida... Boa sacudida na suzy"
ham  ,"Onde você está, amor? Eu preciso de você..."
spam ,Tentamos entrar em contato com você sobre sua resposta à nossa oferta de um Video Handset? 750 minutos de redes a qualquer hora? TEXTO ILIMITADO? Filmadora? Responda ou ligue para 08000930705 AGORA
ham  ,Estou estacionado ao lado de um MINI!!!! Quando você acha que vai chegar hoje?
ham  ,Sim
ham  ,"De qualquer forma, vou às compras sozinha agora. Porque minha irmã ainda não terminou. Não perturbe você, liao."
ham  ,MEU NÚMERO EM LUTON 0125698789 ME LIGUE SE ESTIVER POR AQUI! H*
spam ,"Ei, estou com muito tesão, quer conversar ou me ver nu? Envie uma mensagem quente para 69698. Envie uma mensagem cobrada às 15h. Para cancelar a assinatura, envie uma mensagem para parar 69698."
ham  ,Por que você não veio conosco.
ham  ,O mesmo. Quer planejar uma viagem algum dia então
ham  ,"Ainda não tenho certeza, ainda estou tentando falar com ele"
spam ,O serviço de toques mudou! 25 créditos grátis! Acesse club4mobiles.com para escolher o conteúdo agora! Parar? envie CLUB STOP para 87070. 150p/semana Club4 PO Box1146 MK45 2WT
ham  ,O evo. Eu só tive que baixar o flash. Invejoso?
spam ,Ringtone Club: Receba a parada de singles do Reino Unido no seu celular toda semana e escolha qualquer ringtone de alta qualidade! Esta mensagem é gratuita.
ham  ,"Venha para mu, estamos resolvendo nossa situação com narcóticos"
